Time,X,Y,LosXF,LosYF,u,v,r,psi,Tp,Ts,Lateral_Error,Heading_Error
0.0,-9.22163094254211,5.64251766912639,-9.22163094254211,5.64251766912639,0.5013454630605167,-0.013545565219804106,-0.17988928311939353,-1.4070843577366736,10,10,0.0,0.0
0.10942933336893718,-9.214151921888973,5.58814773753458,-9.2166943103075,5.60199343040586,0.5121045825844177,-0.005643044136136206,-0.15822440623083975,-1.426769522068645,10,10,0.0025423884185258316,-0.013845692871279347
0.21885866673787435,-9.206719762107513,5.532600070323527,-9.2166943103075,5.60199343040586,0.5257380447558726,0.000324319014756198,-0.13073170375213158,-1.4440839133651817,353,500,0.009974548199986444,-0.06939336008233266
0.32828800010681153,-9.199414136213965,5.475534635129164,-9.2092893649824,5.56243405491114,0.6471169717239877,0.009622357240743635,-0.06066707129754874,-1.4583897965569628,253,500,0.009875228768434496,-0.08689941978197613
0.4377173334757487,-9.190424656587616,5.405286069703928,-9.20311857759953,5.52383954450488,0.7466233154625777,0.015511877052231863,0.008885049908655754,-1.4650285537264993,239,500,0.012693921011914355,-0.1185534748009518
0.5471466668446858,-9.180111300127338,5.324219349170781,-9.20311857759953,5.52383954450488,0.8305308928551907,0.018217859969092018,0.06887121418127902,-1.4640562686380454,242,500,0.023007277472192555,-0.19962019533409858
0.6565760002136231,-9.168446478080593,5.234064548804013,-9.1907770014368,5.46208832412958,0.9011099172929801,0.01863288955628987,0.11688124431733998,-1.4565197375818788,109,500,0.022330523356206555,-0.22802377532556672
0.7660053335825603,-9.155176733270743,5.136332359121468,-9.1907770014368,5.46208832412958,0.9501788874965394,0.018608016253208823,0.16101408916573737,-1.4437295009329003,120,500,0.03560026816605699,-0.32575596500811166
0.8754346669514974,-9.1399803285088,5.033451242567807,-9.16362553136423,5.33183184638619,0.9918727311197763,0.017339447663503336,0.19484584466779964,-1.4261098364924871,-111,278,0.02364520285543037,-0.2983806038183827
0.9848640003204345,-9.12245317817452,4.926318965620817,-9.16362553136423,5.33183184638619,0.9732297100523027,0.013605836795719715,0.20626486013106238,-1.4047879856007823,-102,352,0.04117235318970991,-0.4055128807653725
1.0942933336893717,-9.103385995199126,4.8215292553137195,-9.1105567519553,5.15236736647785,0.9717098945896323,0.011049142531933304,0.22334146323467666,-1.382216559459203,-220,274,0.007170756756174512,-0.3308381111641303
1.203722667058309,-9.082264611613882,4.717307490140796,-9.1105567519553,5.15236736647785,0.9497435882189879,0.0079530617911951,0.23356384556201215,-1.3577764520237894,-209,291,0.028292140341418914,-0.43505987633705345
1.3131520004272461,-9.059441926821753,4.615910806700138,-9.04144391976297,4.96904343366623,0.9362066325553448,0.005034938829224567,0.24295757686934452,-1.332217716104853,-108,270,-0.017998007058782406,-0.35313262696609193
1.4225813337961832,-9.034695763248134,4.516494412229162,-8.95505288336426,4.79150867648423,0.9305648897123334,0.0010765733288811271,0.24155178480133654,-1.3056310304311083,-144,285,-0.07964287988387397,-0.27501426425506814
1.5320106671651206,-9.007895319976686,4.418253269433669,-8.95505288336426,4.79150867648423,0.927920097200133,-0.0018548654807396129,0.2417954974878521,-1.279198179646221,-144,285,-0.05284243661242627,-0.3732554070505607
1.6414400005340577,-8.9788981942023,4.320939754454463,-8.95505288336426,4.79150867648423,0.9274880685629273,-0.004425480832036213,0.24013911173031935,-1.252738659544515,-143,286,-0.023845310838039424,-0.4705689220297664
1.7508693339029948,-8.947618626325688,4.224384399332823,-8.85508610866964,4.60914960689843,0.9289271011291308,-0.006604561959499545,0.23706914469682075,-1.2264603966320573,-200,252,-0.09253251765604809,-0.3847652075656063
1.860298667271932,-8.913984142651083,4.128455533909257,-8.7341386526823,4.43257971294224,0.92149401264515,-0.00852051893059644,0.23199300060964106,-1.20051807816554,-203,282,-0.17984548996878225,-0.30412417903298294
1.969728000640869,-8.878362439018389,4.034113805428088,-8.7341386526823,4.43257971294224,0.9207889644385688,-0.00957829354818589,0.23041266920908918,-1.1751312387625676,-152,228,-0.144223786336088,-0.3984659075141517
2.0791573340098064,-8.840493977758392,3.940733280826621,-8.60825456026942,4.26565845124424,0.9157396902927638,-0.01167925811545373,0.21896960393822656,-1.1499173339712596,-101,187,-0.23223941748897126,-0.3249251704176195
2.1885866673787433,-8.800718904942412,3.848747535390759,-8.60825456026942,4.26565845124424,0.9092417832407945,-0.014206412747952148,0.20009185298043594,-1.1259556361842393,-155,239,-0.19246434467299167,-0.41691091585348117
2.2980160007476806,-8.759306937673855,3.758264042598033,-8.47249721037224,4.10838581435382,0.9085384479781943,-0.014647116893818214,0.19172036238228096,-1.104059718100035,-157,268,-0.28680972730161614,-0.35012177175578696
2.407445334116618,-8.716001536551577,3.668755952782458,-8.47249721037224,4.10838581435382,0.912331048308412,-0.01430611369364108,0.187909570179186,-1.0830798866512907,-176,283,-0.24350432617933748,-0.4396298615713623
2.516874667485555,-8.6706004905238,3.57982688840664,-8.33180322404951,3.9578672144562,0.9162508051595566,-0.013501652064097223,0.18767685744337326,-1.062517067652939,-151,260,-0.3387972664742893,-0.37804032604956017
2.6263040008544922,-8.623094883692472,3.491518263161772,-8.18000181624666,3.81120807118714,0.91733575533547,-0.013323916583998657,0.18374802650841848,-1.0419797142541336,-219,272,-0.4430930674458118,-0.31968980802536784
2.7357333342234296,-8.573709105941289,3.404111136093725,-8.18000181624666,3.81120807118714,0.9147912079937557,-0.012360409526419954,0.1857439967998941,-1.0218722902054598,-219,281,-0.3937072896946283,-0.4070969350934148
